country,region,year,planeDeaths
Mozambique,Africa,1993,0
Myanmar,Asia,1993,0
Nepal,Asia,1993,0
Netherlands,Europe,1993,0
New Zealand,Asia,1993,0
Nicaragua,Americas,1993,0
Niger,Africa,1993,0
Nigeria,Africa,1993,0
North Korea,Asia,1993,66
Norway,Europe,1993,0
Pakistan,Asia,1993,0
Panama,Americas,1993,0
Papua New Guinea,Asia,1993,0
Paraguay,Americas,1993,0
Peru,Americas,1993,0
Philippines,Asia,1993,27
Poland,Europe,1993,0
Portugal,Europe,1993,0
Romania,Europe,1993,0
Russia,Europe,1993,35
Saudi Arabia,Asia,1993,0
Senegal,Africa,1993,0
Sierra Leone,Africa,1993,0
Somalia,Africa,1993,0
South Africa,Africa,1993,0
South Korea,Asia,1993,0
Spain,Europe,1993,0
Sri Lanka,Asia,1993,0
Sudan,Africa,1993,0
Suriname,Americas,1993,0
Sweden,Europe,1993,0
Switzerland,Europe,1993,0
Tajikistan,Asia,1993,82
Tanzania,Africa,1993,0
Thailand,Asia,1993,0
Tunisia,Africa,1993,0
Turkey,Europe,1993,0
Ukraine,Europe,1993,0
United Arab Emirates,Asia,1993,0
United Kingdom,Europe,1993,0
United States,Americas,1993,21
Uruguay,Americas,1993,0
Uzbekistan,Asia,1993,0
Venezuela,Americas,1993,0
Vietnam,Asia,1993,0
Yemen,Asia,1993,0
Zambia,Africa,1993,0
Afghanistan,Asia,1994,0
Algeria,Africa,1994,0
Angola,Africa,1994,0
Argentina,Americas,1994,0
Armenia,Europe,1994,0
Australia,Asia,1994,0
Austria,Europe,1994,0
Azerbaijan,Europe,1994,32
Bahrain,Asia,1994,0
Belgium,Europe,1994,0
Benin,Africa,1994,0
Bolivia,Americas,1994,0
Bosnia and Herzegovina,Europe,1994,0
Brazil,Americas,1994,21
Bulgaria,Europe,1994,0
Cambodia,Asia,1994,0
Cameroon,Africa,1994,0
Canada,Americas,1994,0
Cape Verde,Africa,1994,0
Central African Republic,Africa,1994,0
Chile,Americas,1994,0
China,Asia,1994,160
Colombia,Americas,1994,0
Comoros,Africa,1994,0
"Congo, Dem. Rep.",Africa,1994,0
"Congo, Rep.",Africa,1994,0
Costa Rica,Americas,1994,0
Cote d'Ivoire,Africa,1994,16
Croatia,Europe,1994,0
Cuba,Americas,1994,0
Denmark,Europe,1994,0
Dominica,Americas,1994,0
Dominican Republic,Americas,1994,0
Ecuador,Americas,1994,0
Egypt,Africa,1994,0
El Salvador,Americas,1994,0
Equatorial Guinea,Africa,1994,0
Ethiopia,Africa,1994,0
Fiji,Asia,1994,0
France,Europe,1994,0
Gabon,Africa,1994,0
Georgia,Europe,1994,0
Germany,Europe,1994,0
Greece,Europe,1994,10
Guatemala,Americas,1994,0
Haiti,Americas,1994,0
Honduras,Americas,1994,0
Hungary,Europe,1994,0
India,Asia,1994,13
Indonesia,Asia,1994,22
Iran,Asia,1994,198
Iraq,Asia,1994,0
Ireland,Europe,1994,29
Israel,Asia,1994,0
Italy,Europe,1994,0
Japan,Asia,1994,264
Jordan,Asia,1994,0
Kazakhstan,Asia,1994,37
Kenya,Africa,1994,0
Kyrgyz Republic,Asia,1994,0
Lao,Asia,1994,0
Libya,Africa,1994,0
Luxembourg,Europe,1994,0
"Macedonia, FYR",Europe,1994,0
Madagascar,Africa,1994,0
Malaysia,Asia,1994,0
Maldives,Asia,1994,0
Mali,Africa,1994,0
Mauritania,Africa,1994,80
Mauritius,Africa,1994,0
Mexico,Americas,1994,14
Mongolia,Asia,1994,0
Morocco,Africa,1994,44
Mozambique,Africa,1994,0
Myanmar,Asia,1994,0
Nepal,Asia,1994,0
Netherlands,Europe,1994,0
New Zealand,Asia,1994,0
Nicaragua,Americas,1994,0
Niger,Africa,1994,0
Nigeria,Africa,1994,0
North Korea,Asia,1994,0
Norway,Europe,1994,0
Pakistan,Asia,1994,0
Panama,Americas,1994,21
Papua New Guinea,Asia,1994,28
Paraguay,Americas,1994,0
Peru,Americas,1994,59
Philippines,Asia,1994,0
Poland,Europe,1994,0
Portugal,Europe,1994,0
Romania,Europe,1994,0
Russia,Europe,1994,431
Saudi Arabia,Asia,1994,0
Senegal,Africa,1994,0
Sierra Leone,Africa,1994,0
Somalia,Africa,1994,0
South Africa,Africa,1994,0
South Korea,Asia,1994,0
Spain,Europe,1994,0
Sri Lanka,Asia,1994,0
Sudan,Africa,1994,0
Suriname,Americas,1994,0
Sweden,Europe,1994,0
Switzerland,Europe,1994,0
Tajikistan,Asia,1994,0
Tanzania,Africa,1994,0
Thailand,Asia,1994,0
Tunisia,Africa,1994,0
Turkey,Europe,1994,57
Ukraine,Europe,1994,0
United Arab Emirates,Asia,1994,0
United Kingdom,Europe,1994,29
United States,Americas,1994,265
Uruguay,Americas,1994,0
Uzbekistan,Asia,1994,0
Venezuela,Americas,1994,0
Vietnam,Asia,1994,0
Yemen,Asia,1994,0
Zambia,Africa,1994,0
Afghanistan,Asia,1995,0
Algeria,Africa,1995,0
Angola,Africa,1995,185
Argentina,Americas,1995,53
Armenia,Europe,1995,0
Australia,Asia,1995,0
Austria,Europe,1995,0
Azerbaijan,Europe,1995,49
Bahrain,Asia,1995,0
Belgium,Europe,1995,0
Benin,Africa,1995,0
Bolivia,Americas,1995,0
Bosnia and Herzegovina,Europe,1995,0
Brazil,Americas,1995,0
Bulgaria,Europe,1995,0
Cambodia,Asia,1995,0
Cameroon,Africa,1995,74
Canada,Americas,1995,0
Cape Verde,Africa,1995,0
Central African Republic,Africa,1995,0
Chile,Americas,1995,0
China,Asia,1995,0
Colombia,Americas,1995,232
Comoros,Africa,1995,0
"Congo, Dem. Rep.",Africa,1995,0
"Congo, Rep.",Africa,1995,0
Costa Rica,Americas,1995,0
Cote d'Ivoire,Africa,1995,0
Croatia,Europe,1995,0
Cuba,Americas,1995,0
Denmark,Europe,1995,0
Dominica,Americas,1995,0
Dominican Republic,Americas,1995,0
Ecuador,Americas,1995,0
Egypt,Africa,1995,0
El Salvador,Americas,1995,65
Equatorial Guinea,Africa,1995,0
Ethiopia,Africa,1995,0
Fiji,Asia,1995,0
France,Europe,1995,10
Gabon,Africa,1995,0
Georgia,Europe,1995,0
Germany,Europe,1995,0
Greece,Europe,1995,0
Guatemala,Americas,1995,0
Haiti,Americas,1995,0
Honduras,Americas,1995,0
Hungary,Europe,1995,0
India,Asia,1995,0
Indonesia,Asia,1995,0
Iran,Asia,1995,0
Iraq,Asia,1995,0
Ireland,Europe,1995,0
Israel,Asia,1995,0
Italy,Europe,1995,49
Japan,Asia,1995,0
Jordan,Asia,1995,0
Kazakhstan,Asia,1995,0
Kenya,Africa,1995,0
Kyrgyz Republic,Asia,1995,12
Lao,Asia,1995,0
Libya,Africa,1995,0
Luxembourg,Europe,1995,0
"Macedonia, FYR",Europe,1995,0
Madagascar,Africa,1995,34
Malaysia,Asia,1995,32
Maldives,Asia,1995,0
Mali,Africa,1995,0
Mauritania,Africa,1995,0
Mauritius,Africa,1995,0
Mexico,Americas,1995,0
Mongolia,Asia,1995,41
Morocco,Africa,1995,0
Mozambique,Africa,1995,0
Myanmar,Asia,1995,0
Nepal,Asia,1995,0
Netherlands,Europe,1995,34
New Zealand,Asia,1995,0
Nicaragua,Americas,1995,0
Niger,Africa,1995,0
Nigeria,Africa,1995,26
North Korea,Asia,1995,0
Norway,Europe,1995,0
Pakistan,Asia,1995,0
Panama,Americas,1995,0
Papua New Guinea,Asia,1995,15
Paraguay,Americas,1995,0
Peru,Americas,1995,0
Philippines,Asia,1995,0
Poland,Europe,1995,0
Portugal,Europe,1995,0
Romania,Europe,1995,60
Russia,Europe,1995,97
Saudi Arabia,Asia,1995,0
Senegal,Africa,1995,0
Sierra Leone,Africa,1995,0
Somalia,Africa,1995,0
South Africa,Africa,1995,0
South Korea,Asia,1995,0
Spain,Europe,1995,0
Sri Lanka,Asia,1995,120
Sudan,Africa,1995,0
Suriname,Americas,1995,0
Sweden,Europe,1995,0
Switzerland,Europe,1995,0
Tajikistan,Asia,1995,0
Tanzania,Africa,1995,0
Thailand,Asia,1995,0
Tunisia,Africa,1995,0
Turkey,Europe,1995,0
Ukraine,Europe,1995,0
United Arab Emirates,Asia,1995,0
United Kingdom,Europe,1995,12
United States,Americas,1995,39
Uruguay,Americas,1995,0
Uzbekistan,Asia,1995,0
Venezuela,Americas,1995,0
Vietnam,Asia,1995,0
Yemen,Asia,1995,0
Zambia,Africa,1995,0
Afghanistan,Asia,1996,0
Algeria,Africa,1996,0
Angola,Africa,1996,0
Argentina,Americas,1996,0
Armenia,Europe,1996,0
Australia,Asia,1996,18
Austria,Europe,1996,0
Azerbaijan,Europe,1996,0
Bahrain,Asia,1996,0
Belgium,Europe,1996,0
Benin,Africa,1996,0
Bolivia,Americas,1996,0
Bosnia and Herzegovina,Europe,1996,0
Brazil,Americas,1996,98
Bulgaria,Europe,1996,0
Cambodia,Asia,1996,24
Cameroon,Africa,1996,0
Canada,Americas,1996,0
Cape Verde,Africa,1996,0
Central African Republic,Africa,1996,0
Chile,Americas,1996,0
China,Asia,1996,0
Colombia,Americas,1996,14
Comoros,Africa,1996,127
"Congo, Dem. Rep.",Africa,1996,432
"Congo, Rep.",Africa,1996,0
Costa Rica,Americas,1996,0
Cote d'Ivoire,Africa,1996,0
Croatia,Europe,1996,35
Cuba,Americas,1996,0
Denmark,Europe,1996,0
Dominica,Americas,1996,0
Dominican Republic,Americas,1996,189
Ecuador,Americas,1996,33
Egypt,Africa,1996,0
El Salvador,Americas,1996,0
Equatorial Guinea,Africa,1996,0
Ethiopia,Africa,1996,9
Fiji,Asia,1996,0
France,Europe,1996,0
Gabon,Africa,1996,0
Georgia,Europe,1996,0
Germany,Europe,1996,23
Greece,Europe,1996,0
Guatemala,Americas,1996,16
Haiti,Americas,1996,11
Honduras,Americas,1996,0
Hungary,Europe,1996,0
India,Asia,1996,373
Indonesia,Asia,1996,32
Iran,Asia,1996,0
Iraq,Asia,1996,0
Ireland,Europe,1996,0
Israel,Asia,1996,0
Italy,Europe,1996,0
Japan,Asia,1996,3
Jordan,Asia,1996,0
Kazakhstan,Asia,1996,0
Kenya,Africa,1996,0
Kyrgyz Republic,Asia,1996,0
Lao,Asia,1996,0
Libya,Africa,1996,0
Luxembourg,Europe,1996,0
"Macedonia, FYR",Europe,1996,0
Madagascar,Africa,1996,0
Malaysia,Asia,1996,0
Maldives,Asia,1996,0
Mali,Africa,1996,0
Mauritania,Africa,1996,0
Mauritius,Africa,1996,0
Mexico,Americas,1996,16
Mongolia,Asia,1996,0
Morocco,Africa,1996,0
Mozambique,Africa,1996,0
Myanmar,Asia,1996,0
Nepal,Asia,1996,0
Netherlands,Europe,1996,66
New Zealand,Asia,1996,0
Nicaragua,Americas,1996,0
Niger,Africa,1996,0
Nigeria,Africa,1996,154
North Korea,Asia,1996,0
Norway,Europe,1996,143
Pakistan,Asia,1996,0
Panama,Americas,1996,0
Papua New Guinea,Asia,1996,19
Paraguay,Americas,1996,23
Peru,Americas,1996,216
Philippines,Asia,1996,0
Poland,Europe,1996,0
Portugal,Europe,1996,0
Romania,Europe,1996,10
Russia,Europe,1996,61
Saudi Arabia,Asia,1996,0
Senegal,Africa,1996,0
Sierra Leone,Africa,1996,0
Somalia,Africa,1996,0
South Africa,Africa,1996,0
South Korea,Asia,1996,0
Spain,Europe,1996,0
Sri Lanka,Asia,1996,0
Sudan,Africa,1996,144
Suriname,Americas,1996,0
Sweden,Europe,1996,0
Switzerland,Europe,1996,0
Tajikistan,Asia,1996,0
Tanzania,Africa,1996,0
Thailand,Asia,1996,0
Tunisia,Africa,1996,0
Turkey,Europe,1996,0
Ukraine,Europe,1996,0
United Arab Emirates,Asia,1996,0
United Kingdom,Europe,1996,0
United States,Americas,1996,361
Uruguay,Americas,1996,0
Uzbekistan,Asia,1996,0
Venezuela,Americas,1996,0
Vietnam,Asia,1996,0
Yemen,Asia,1996,0
Zambia,Africa,1996,0
Afghanistan,Asia,1997,14
Algeria,Africa,1997,0
Angola,Africa,1997,0
Argentina,Americas,1997,0
Armenia,Europe,1997,0
Australia,Asia,1997,0
Austria,Europe,1997,0
Azerbaijan,Europe,1997,20
Bahrain,Asia,1997,0
Belgium,Europe,1997,11
Benin,Africa,1997,0
Bolivia,Americas,1997,0
Bosnia and Herzegovina,Europe,1997,12
Brazil,Americas,1997,0
Bulgaria,Europe,1997,0
Cambodia,Asia,1997,64
Cameroon,Africa,1997,0
Canada,Americas,1997,0
Cape Verde,Africa,1997,0
Central African Republic,Africa,1997,0
Chile,Americas,1997,0
China,Asia,1997,35
Colombia,Americas,1997,0
Comoros,Africa,1997,0
"Congo, Dem. Rep.",Africa,1997,46
"Congo, Rep.",Africa,1997,0
Costa Rica,Americas,1997,0
Cote d'Ivoire,Africa,1997,0
Croatia,Europe,1997,0
Cuba,Americas,1997,44
Denmark,Europe,1997,0
Dominica,Americas,1997,0
Dominican Republic,Americas,1997,0
Ecuador,Americas,1997,0
Egypt,Africa,1997,0
El Salvador,Americas,1997,0
Equatorial Guinea,Africa,1997,0
Ethiopia,Africa,1997,0
Fiji,Asia,1997,0
France,Europe,1997,0
Gabon,Africa,1997,0
Georgia,Europe,1997,0
Germany,Europe,1997,0
Greece,Europe,1997,75
Guatemala,Americas,1997,0
Haiti,Americas,1997,0
Honduras,Americas,1997,0
Hungary,Europe,1997,0
India,Asia,1997,0
Indonesia,Asia,1997,379
Iran,Asia,1997,88
Iraq,Asia,1997,0
Ireland,Europe,1997,0
Israel,Asia,1997,73
Italy,Europe,1997,0
Japan,Asia,1997,0
Jordan,Asia,1997,0
Kazakhstan,Asia,1997,0
Kenya,Africa,1997,0
Kyrgyz Republic,Asia,1997,0
Lao,Asia,1997,0
Libya,Africa,1997,0
Luxembourg,Europe,1997,0
"Macedonia, FYR",Europe,1997,0
Madagascar,Africa,1997,0
Malaysia,Asia,1997,10
Maldives,Asia,1997,0
Mali,Africa,1997,0
Mauritania,Africa,1997,0
Mauritius,Africa,1997,0
Mexico,Americas,1997,0
Mongolia,Asia,1997,0
Morocco,Africa,1997,0
Mozambique,Africa,1997,0
Myanmar,Asia,1997,0
Nepal,Asia,1997,0
Netherlands,Europe,1997,0
New Zealand,Asia,1997,0
Nicaragua,Americas,1997,0
Niger,Africa,1997,13
Nigeria,Africa,1997,0
North Korea,Asia,1997,0
Norway,Europe,1997,12
Pakistan,Asia,1997,0
Panama,Americas,1997,0
Papua New Guinea,Asia,1997,0
Paraguay,Americas,1997,0
Peru,Americas,1997,0
Philippines,Asia,1997,0
Poland,Europe,1997,0
Portugal,Europe,1997,0
Romania,Europe,1997,0
Russia,Europe,1997,126
Saudi Arabia,Asia,1997,0
Senegal,Africa,1997,20
Sierra Leone,Africa,1997,0
Somalia,Africa,1997,0
South Africa,Africa,1997,33
South Korea,Asia,1997,0
Spain,Europe,1997,0
Sri Lanka,Asia,1997,0
Sudan,Africa,1997,0
Suriname,Americas,1997,0
Sweden,Europe,1997,0
Switzerland,Europe,1997,0
Tajikistan,Asia,1997,0
Tanzania,Africa,1997,0
Thailand,Asia,1997,14
Tunisia,Africa,1997,0
Turkey,Europe,1997,0
Ukraine,Europe,1997,0
United Arab Emirates,Asia,1997,85
United Kingdom,Europe,1997,0
United States,Americas,1997,29
Uruguay,Americas,1997,74
Uzbekistan,Asia,1997,0
Venezuela,Americas,1997,0
Vietnam,Asia,1997,0
Yemen,Asia,1997,0
Zambia,Africa,1997,0
Afghanistan,Asia,1998,45
Algeria,Africa,1998,0
Angola,Africa,1998,14
Argentina,Americas,1998,0
Armenia,Europe,1998,0
Australia,Asia,1998,0
Austria,Europe,1998,0
Azerbaijan,Europe,1998,0
Bahrain,Asia,1998,0
Belgium,Europe,1998,0
Benin,Africa,1998,0
Bolivia,Americas,1998,0
Bosnia and Herzegovina,Europe,1998,0
Brazil,Americas,1998,0
Bulgaria,Europe,1998,0
Cambodia,Asia,1998,0
Cameroon,Africa,1998,0
Canada,Americas,1998,241
Cape Verde,Africa,1998,0
Central African Republic,Africa,1998,0
Chile,Americas,1998,0
China,Asia,1998,0
Colombia,Americas,1998,53
Comoros,Africa,1998,0
"Congo, Dem. Rep.",Africa,1998,0
"Congo, Rep.",Africa,1998,0
Costa Rica,Americas,1998,0
Cote d'Ivoire,Africa,1998,0
Croatia,Europe,1998,0
Cuba,Americas,1998,0
Denmark,Europe,1998,0
Dominica,Americas,1998,11
Dominican Republic,Americas,1998,0
Ecuador,Americas,1998,91
Egypt,Africa,1998,0
El Salvador,Americas,1998,0
Equatorial Guinea,Africa,1998,0
Ethiopia,Africa,1998,0
Fiji,Asia,1998,0
France,Europe,1998,23
Gabon,Africa,1998,0
Georgia,Europe,1998,0
Germany,Europe,1998,0
Greece,Europe,1998,0
Guatemala,Americas,1998,0
Haiti,Americas,1998,0
Honduras,Americas,1998,0
Hungary,Europe,1998,0
India,Asia,1998,0
Indonesia,Asia,1998,11
Iran,Asia,1998,0
Iraq,Asia,1998,0
Ireland,Europe,1998,0
Israel,Asia,1998,0
Italy,Europe,1998,0
Japan,Asia,1998,0
Jordan,Asia,1998,0
Kazakhstan,Asia,1998,0
Kenya,Africa,1998,0
Kyrgyz Republic,Asia,1998,17
Lao,Asia,1998,84
Libya,Africa,1998,0
Luxembourg,Europe,1998,0
"Macedonia, FYR",Europe,1998,0
Madagascar,Africa,1998,0
Malaysia,Asia,1998,0
Maldives,Asia,1998,0
Mali,Africa,1998,0
Mauritania,Africa,1998,39
Mauritius,Africa,1998,0
Mexico,Americas,1998,16
Mongolia,Asia,1998,28
Morocco,Africa,1998,38
Mozambique,Africa,1998,0
Myanmar,Asia,1998,14
Nepal,Asia,1998,0
Netherlands,Europe,1998,0
New Zealand,Asia,1998,0
Nicaragua,Americas,1998,0
Niger,Africa,1998,0
Nigeria,Africa,1998,0
North Korea,Asia,1998,0
Norway,Europe,1998,0
Pakistan,Asia,1998,51
Panama,Americas,1998,0
Papua New Guinea,Asia,1998,0
Paraguay,Americas,1998,0
Peru,Americas,1998,100
Philippines,Asia,1998,104
Poland,Europe,1998,0
Portugal,Europe,1998,0
Romania,Europe,1998,0
Russia,Europe,1998,0
Saudi Arabia,Asia,1998,0
Senegal,Africa,1998,0
Sierra Leone,Africa,1998,0
Somalia,Africa,1998,0
South Africa,Africa,1998,0
South Korea,Asia,1998,0
Spain,Europe,1998,0
Sri Lanka,Asia,1998,55
Sudan,Africa,1998,31
Suriname,Americas,1998,0
Sweden,Europe,1998,0
Switzerland,Europe,1998,0
Tajikistan,Asia,1998,0
Tanzania,Africa,1998,0
Thailand,Asia,1998,101
Tunisia,Africa,1998,0
Turkey,Europe,1998,0
Ukraine,Europe,1998,0
United Arab Emirates,Asia,1998,0
United Kingdom,Europe,1998,0
United States,Americas,1998,0
Uruguay,Americas,1998,0
Uzbekistan,Asia,1998,0
Venezuela,Americas,1998,0
Vietnam,Asia,1998,0
Yemen,Asia,1998,0
Zambia,Africa,1998,0
Afghanistan,Asia,1999,0
Algeria,Africa,1999,0
Angola,Africa,1999,28
Argentina,Americas,1999,71
Armenia,Europe,1999,0
Australia,Asia,1999,0
Austria,Europe,1999,0
Azerbaijan,Europe,1999,0
Bahrain,Asia,1999,0
Belgium,Europe,1999,0
Benin,Africa,1999,0
Bolivia,Americas,1999,0
Bosnia and Herzegovina,Europe,1999,0
Brazil,Americas,1999,0
Bulgaria,Europe,1999,0
Cambodia,Asia,1999,0
Cameroon,Africa,1999,0
Canada,Americas,1999,0
Cape Verde,Africa,1999,18
Central African Republic,Africa,1999,0
Chile,Americas,1999,0
China,Asia,1999,61
Colombia,Americas,1999,0
Comoros,Africa,1999,0
"Congo, Dem. Rep.",Africa,1999,0
"Congo, Rep.",Africa,1999,0
Costa Rica,Americas,1999,0
Cote d'Ivoire,Africa,1999,0
Croatia,Europe,1999,0
Cuba,Americas,1999,0
Denmark,Europe,1999,0
Dominica,Americas,1999,0
Dominican Republic,Americas,1999,0
Ecuador,Americas,1999,0
Egypt,Africa,1999,0
El Salvador,Americas,1999,0
Equatorial Guinea,Africa,1999,0
Ethiopia,Africa,1999,0
Fiji,Asia,1999,17
France,Europe,1999,0
Gabon,Africa,1999,0
Georgia,Europe,1999,0
Germany,Europe,1999,0
Greece,Europe,1999,0
Guatemala,Americas,1999,23
Haiti,Americas,1999,13
Honduras,Americas,1999,0
Hungary,Europe,1999,0
India,Asia,1999,23
Indonesia,Asia,1999,0
Iran,Asia,1999,0
Iraq,Asia,1999,0
Ireland,Europe,1999,0
Israel,Asia,1999,0
Italy,Europe,1999,0
Japan,Asia,1999,0
Jordan,Asia,1999,0
Kazakhstan,Asia,1999,0
Kenya,Africa,1999,0
Kyrgyz Republic,Asia,1999,0
Lao,Asia,1999,0
Libya,Africa,1999,0
Luxembourg,Europe,1999,0
"Macedonia, FYR",Europe,1999,0
Madagascar,Africa,1999,0
Malaysia,Asia,1999,0
Maldives,Asia,1999,10
Mali,Africa,1999,0
Mauritania,Africa,1999,0
Mauritius,Africa,1999,0
Mexico,Americas,1999,18
Mongolia,Asia,1999,0
Morocco,Africa,1999,0
Mozambique,Africa,1999,0
Myanmar,Asia,1999,0
Nepal,Asia,1999,25
Netherlands,Europe,1999,0
New Zealand,Asia,1999,0
Nicaragua,Americas,1999,44
Niger,Africa,1999,0
Nigeria,Africa,1999,0
North Korea,Asia,1999,0
Norway,Europe,1999,0
Pakistan,Asia,1999,21
Panama,Americas,1999,0
Papua New Guinea,Asia,1999,21
Paraguay,Americas,1999,0
Peru,Americas,1999,0
Philippines,Asia,1999,0
Poland,Europe,1999,0
Portugal,Europe,1999,0
Romania,Europe,1999,0
Russia,Europe,1999,21
Saudi Arabia,Asia,1999,12
Senegal,Africa,1999,0
Sierra Leone,Africa,1999,0
Somalia,Africa,1999,0
South Africa,Africa,1999,10
South Korea,Asia,1999,0
Spain,Europe,1999,0
Sri Lanka,Asia,1999,0
Sudan,Africa,1999,0
Suriname,Americas,1999,0
Sweden,Europe,1999,0
Switzerland,Europe,1999,0
Tajikistan,Asia,1999,0
Tanzania,Africa,1999,12
Thailand,Asia,1999,0
Tunisia,Africa,1999,0
Turkey,Europe,1999,0
Ukraine,Europe,1999,0
United Arab Emirates,Asia,1999,0
United Kingdom,Europe,1999,0
United States,Americas,1999,247
Uruguay,Americas,1999,0
Uzbekistan,Asia,1999,0
Venezuela,Americas,1999,38
Vietnam,Asia,1999,0
Yemen,Asia,1999,0
Zambia,Africa,1999,0
Afghanistan,Asia,2000,0
Algeria,Africa,2000,0
Angola,Africa,2000,135
Argentina,Americas,2000,11
Armenia,Europe,2000,0
Australia,Asia,2000,0
Austria,Europe,2000,0
Azerbaijan,Europe,2000,0
Bahrain,Asia,2000,143
Belgium,Europe,2000,0
Benin,Africa,2000,0
Bolivia,Americas,2000,0
Bosnia and Herzegovina,Europe,2000,0
Brazil,Americas,2000,0
Bulgaria,Europe,2000,0
Cambodia,Asia,2000,0
Cameroon,Africa,2000,0
Canada,Americas,2000,0
Cape Verde,Africa,2000,0
Central African Republic,Africa,2000,0
Chile,Americas,2000,0
China,Asia,2000,44
Colombia,Americas,2000,13
Comoros,Africa,2000,0
"Congo, Dem. Rep.",Africa,2000,47
"Congo, Rep.",Africa,2000,0
Costa Rica,Americas,2000,10
Cote d'Ivoire,Africa,2000,169
Croatia,Europe,2000,0
Cuba,Americas,2000,0
Denmark,Europe,2000,0
Dominica,Americas,2000,0
Dominican Republic,Americas,2000,0
Ecuador,Americas,2000,0
Egypt,Africa,2000,0
El Salvador,Americas,2000,0
Equatorial Guinea,Africa,2000,0
Ethiopia,Africa,2000,0
Fiji,Asia,2000,0
France,Europe,2000,114
Gabon,Africa,2000,0
Georgia,Europe,2000,82
Germany,Europe,2000,0
Greece,Europe,2000,0
Guatemala,Americas,2000,0
Haiti,Americas,2000,0
Honduras,Americas,2000,0
Hungary,Europe,2000,0
India,Asia,2000,56
Indonesia,Asia,2000,0
Iran,Asia,2000,10
Iraq,Asia,2000,0
Ireland,Europe,2000,0
Israel,Asia,2000,0
Italy,Europe,2000,0
Japan,Asia,2000,0
Jordan,Asia,2000,14
Kazakhstan,Asia,2000,0
Kenya,Africa,2000,0
Kyrgyz Republic,Asia,2000,0
Lao,Asia,2000,28
Libya,Africa,2000,23
Luxembourg,Europe,2000,0
"Macedonia, FYR",Europe,2000,0
Madagascar,Africa,2000,0
Malaysia,Asia,2000,0
Maldives,Asia,2000,0
Mali,Africa,2000,0
Mauritania,Africa,2000,0
Mauritius,Africa,2000,0
Mexico,Americas,2000,19
Mongolia,Asia,2000,0
Morocco,Africa,2000,0
Mozambique,Africa,2000,0
Myanmar,Asia,2000,0
Nepal,Asia,2000,25
Netherlands,Europe,2000,0
New Zealand,Asia,2000,0
Nicaragua,Americas,2000,0
Niger,Africa,2000,0
Nigeria,Africa,2000,0
North Korea,Asia,2000,0
Norway,Europe,2000,0
Pakistan,Asia,2000,0
Panama,Americas,2000,10
Papua New Guinea,Asia,2000,0
Paraguay,Americas,2000,0
Peru,Americas,2000,0
Philippines,Asia,2000,131
Poland,Europe,2000,0
Portugal,Europe,2000,0
Romania,Europe,2000,0
Russia,Europe,2000,19
Saudi Arabia,Asia,2000,0
Senegal,Africa,2000,0
Sierra Leone,Africa,2000,0
Somalia,Africa,2000,0
South Africa,Africa,2000,0
South Korea,Asia,2000,0
Spain,Europe,2000,0
Sri Lanka,Asia,2000,40
Sudan,Africa,2000,0
Suriname,Americas,2000,0
Sweden,Europe,2000,0
Switzerland,Europe,2000,10
Tajikistan,Asia,2000,0
Tanzania,Africa,2000,0
Thailand,Asia,2000,11
Tunisia,Africa,2000,0
Turkey,Europe,2000,0
Ukraine,Europe,2000,0
United Arab Emirates,Asia,2000,0
United Kingdom,Europe,2000,0
United States,Americas,2000,107
Uruguay,Americas,2000,0
Uzbekistan,Asia,2000,0
Venezuela,Americas,2000,0
Vietnam,Asia,2000,0
Yemen,Asia,2000,0
Zambia,Africa,2000,0
Afghanistan,Asia,2001,22
Algeria,Africa,2001,0
Angola,Africa,2001,56
Argentina,Americas,2001,10
Armenia,Europe,2001,0
Australia,Asia,2001,0
Austria,Europe,2001,0
Azerbaijan,Europe,2001,0
Bahrain,Asia,2001,0
Belgium,Europe,2001,0
Benin,Africa,2001,0
Bolivia,Americas,2001,0
Bosnia and Herzegovina,Europe,2001,0
Brazil,Americas,2001,0
Bulgaria,Europe,2001,0
Cambodia,Asia,2001,0
Cameroon,Africa,2001,0
Canada,Americas,2001,0
Cape Verde,Africa,2001,0
Central African Republic,Africa,2001,0
Chile,Americas,2001,0
China,Asia,2001,0
Colombia,Americas,2001,16
Comoros,Africa,2001,0
"Congo, Dem. Rep.",Africa,2001,0
"Congo, Rep.",Africa,2001,0
Costa Rica,Americas,2001,0
Cote d'Ivoire,Africa,2001,0
Croatia,Europe,2001,0
Cuba,Americas,2001,0
Denmark,Europe,2001,0
Dominica,Americas,2001,0
Dominican Republic,Americas,2001,0
Ecuador,Americas,2001,0
Egypt,Africa,2001,0
El Salvador,Americas,2001,0
Equatorial Guinea,Africa,2001,0
Ethiopia,Africa,2001,0
Fiji,Asia,2001,0
France,Europe,2001,0
Gabon,Africa,2001,0
Georgia,Europe,2001,0
Germany,Europe,2001,0
Greece,Europe,2001,0
Guatemala,Americas,2001,0
Haiti,Americas,2001,0
Honduras,Americas,2001,0
Hungary,Europe,2001,0
India,Asia,2001,0
Indonesia,Asia,2001,0
Iran,Asia,2001,42
Iraq,Asia,2001,0
Ireland,Europe,2001,0
Israel,Asia,2001,0
Italy,Europe,2001,118
Japan,Asia,2001,0
Jordan,Asia,2001,0
Kazakhstan,Asia,2001,0
Kenya,Africa,2001,0
Kyrgyz Republic,Asia,2001,0
Lao,Asia,2001,0
Libya,Africa,2001,0
