country,region,year,coalConsumption
Romania,Europe,1978,11200000
Russia,Europe,1978,NA
Saudi Arabia,Asia,1978,0
Singapore,Asia,1978,4610
Slovak Republic,Europe,1978,7230000
South Africa,Africa,1978,37100000
South Korea,Asia,1978,9890000
Spain,Europe,1978,9470000
Sweden,Europe,1978,1520000
Switzerland,Europe,1978,226000
Thailand,Asia,1978,198000
Trinidad and Tobago,Americas,1978,0
Turkey,Europe,1978,6480000
Turkmenistan,Asia,1978,NA
Ukraine,Europe,1978,NA
United Arab Emirates,Asia,1978,0
United Kingdom,Europe,1978,71100000
United States,Americas,1978,347000000
Uzbekistan,Asia,1978,NA
Venezuela,Americas,1978,78900
Vietnam,Asia,1978,2580000
Algeria,Africa,1979,72000
Argentina,Americas,1979,960000
Australia,Asia,1979,27100000
Austria,Europe,1979,3580000
Azerbaijan,Europe,1979,NA
Bangladesh,Asia,1979,93000
Belarus,Europe,1979,NA
Belgium,Europe,1979,10400000
Brazil,Americas,1979,5410000
Bulgaria,Europe,1979,8650000
Canada,Americas,1979,18200000
Chile,Americas,1979,987000
China,Asia,1979,293000000
Colombia,Americas,1979,2320000
Czech Republic,Europe,1979,39700000
Denmark,Europe,1979,4310000
Ecuador,Americas,1979,0
Egypt,Africa,1979,684000
Finland,Europe,1979,4060000
France,Europe,1979,31800000
Germany,Europe,1979,138000000
Greece,Europe,1979,3960000
Hungary,Europe,1979,8240000
India,Asia,1979,54000000
Indonesia,Asia,1979,200000
Iran,Asia,1979,1140000
Ireland,Europe,1979,1990000
Israel,Asia,1979,0
Italy,Europe,1979,10700000
Japan,Asia,1979,50100000
Kazakhstan,Asia,1979,NA
Kuwait,Asia,1979,0
Lithuania,Europe,1979,NA
Malaysia,Asia,1979,34000
Mexico,Americas,1979,2300000
Netherlands,Europe,1979,3440000
New Zealand,Asia,1979,1140000
Norway,Europe,1979,1050000
Pakistan,Asia,1979,661000
Peru,Americas,1979,135000
Philippines,Asia,1979,116000
Poland,Europe,1979,96000000
Portugal,Europe,1979,447000
Qatar,Asia,1979,0
Romania,Europe,1979,12100000
Russia,Europe,1979,NA
Saudi Arabia,Asia,1979,0
Singapore,Asia,1979,674
Slovak Republic,Europe,1979,7110000
South Africa,Africa,1979,39500000
South Korea,Asia,1979,11800000
Spain,Europe,1979,10800000
Sweden,Europe,1979,1790000
Switzerland,Europe,1979,233000
Thailand,Asia,1979,416000
Trinidad and Tobago,Americas,1979,0
Turkey,Europe,1979,6640000
Turkmenistan,Asia,1979,NA
Ukraine,Europe,1979,NA
United Arab Emirates,Asia,1979,0
United Kingdom,Europe,1979,76400000
United States,Americas,1979,379000000
Uzbekistan,Asia,1979,NA
Venezuela,Americas,1979,164000
Vietnam,Asia,1979,2670000
Algeria,Africa,1980,64000
Argentina,Americas,1980,934000
Australia,Asia,1980,27900000
Austria,Europe,1980,3680000
Azerbaijan,Europe,1980,NA
Bangladesh,Asia,1980,124000
Belarus,Europe,1980,NA
Belgium,Europe,1980,10500000
Brazil,Americas,1980,5900000
Bulgaria,Europe,1980,9070000
Canada,Americas,1980,22200000
Chile,Americas,1980,1090000
China,Asia,1980,304000000
Colombia,Americas,1980,2430000
Czech Republic,Europe,1980,38500000
Denmark,Europe,1980,6150000
Ecuador,Americas,1980,0
Egypt,Africa,1980,550000
Finland,Europe,1980,4610000
France,Europe,1980,31200000
Germany,Europe,1980,141000000
Greece,Europe,1980,3960000
Hungary,Europe,1980,8080000
India,Asia,1980,56700000
Indonesia,Asia,1980,253000
Iran,Asia,1980,1200000
Ireland,Europe,1980,1880000
Israel,Asia,1980,1000
Italy,Europe,1980,12600000
Japan,Asia,1980,58200000
Kazakhstan,Asia,1980,NA
Kuwait,Asia,1980,0
Lithuania,Europe,1980,NA
Malaysia,Asia,1980,50000
Mexico,Americas,1980,2320000
Netherlands,Europe,1980,3990000
New Zealand,Asia,1980,1170000
Norway,Europe,1980,976000
Pakistan,Asia,1980,704000
Peru,Americas,1980,142000
Philippines,Asia,1980,140000
Poland,Europe,1980,102000000
Portugal,Europe,1980,350000
Qatar,Asia,1980,0
Romania,Europe,1980,12400000
Russia,Europe,1980,NA
Saudi Arabia,Asia,1980,0
Singapore,Asia,1980,2980
Slovak Republic,Europe,1980,8100000
South Africa,Africa,1980,42700000
South Korea,Asia,1980,13200000
Spain,Europe,1980,12400000
Sweden,Europe,1980,1710000
Switzerland,Europe,1980,342000
Thailand,Asia,1980,450000
Trinidad and Tobago,Americas,1980,0
Turkey,Europe,1980,7030000
Turkmenistan,Asia,1980,NA
Ukraine,Europe,1980,NA
United Arab Emirates,Asia,1980,0
United Kingdom,Europe,1980,71100000
United States,Americas,1980,389000000
Uzbekistan,Asia,1980,NA
Venezuela,Americas,1980,157000
Vietnam,Asia,1980,2270000
Algeria,Africa,1981,45000
Argentina,Americas,1981,848000
Australia,Asia,1981,28600000
Austria,Europe,1981,3770000
Azerbaijan,Europe,1981,NA
Bangladesh,Asia,1981,128000
Belarus,Europe,1981,NA
Belgium,Europe,1981,10900000
Brazil,Americas,1981,5770000
Bulgaria,Europe,1981,9210000
Canada,Americas,1981,22600000
Chile,Americas,1981,1090000
China,Asia,1981,303000000
Colombia,Americas,1981,2480000
Czech Republic,Europe,1981,38300000
Denmark,Europe,1981,4910000
Ecuador,Americas,1981,0
Egypt,Africa,1981,709000
Finland,Europe,1981,2830000
France,Europe,1981,28400000
Germany,Europe,1981,144000000
Greece,Europe,1981,3920000
Hungary,Europe,1981,8120000
India,Asia,1981,63800000
Indonesia,Asia,1981,270000
Iran,Asia,1981,999000
Ireland,Europe,1981,1970000
Israel,Asia,1981,1000
Italy,Europe,1981,12900000
Japan,Asia,1981,65300000
Kazakhstan,Asia,1981,NA
Kuwait,Asia,1981,0
Lithuania,Europe,1981,NA
Malaysia,Asia,1981,93000
Mexico,Americas,1981,2050000
Netherlands,Europe,1981,4420000
New Zealand,Asia,1981,1170000
Norway,Europe,1981,978000
Pakistan,Asia,1981,799000
Peru,Americas,1981,144000
Philippines,Asia,1981,243000
Poland,Europe,1981,90600000
Portugal,Europe,1981,397000
Qatar,Asia,1981,0
Romania,Europe,1981,13000000
Russia,Europe,1981,NA
Saudi Arabia,Asia,1981,0
Singapore,Asia,1981,4610
Slovak Republic,Europe,1981,7880000
South Africa,Africa,1981,50600000
South Korea,Asia,1981,15200000
Spain,Europe,1981,15300000
Sweden,Europe,1981,1470000
Switzerland,Europe,1981,505000
Thailand,Asia,1981,501000
Trinidad and Tobago,Americas,1981,0
Turkey,Europe,1981,7180000
Turkmenistan,Asia,1981,NA
Ukraine,Europe,1981,NA
United Arab Emirates,Asia,1981,0
United Kingdom,Europe,1981,70700000
United States,Americas,1981,401000000
Uzbekistan,Asia,1981,NA
Venezuela,Americas,1981,155000
Vietnam,Asia,1981,2530000
Algeria,Africa,1982,835000
Argentina,Americas,1982,843000
Australia,Asia,1982,28900000
Austria,Europe,1982,3590000
Azerbaijan,Europe,1982,NA
Bangladesh,Asia,1982,155000
Belarus,Europe,1982,NA
Belgium,Europe,1982,10900000
Brazil,Americas,1982,6100000
Bulgaria,Europe,1982,9680000
Canada,Americas,1982,23900000
Chile,Americas,1982,725000
China,Asia,1982,320000000
Colombia,Americas,1982,2580000
Czech Republic,Europe,1982,38600000
Denmark,Europe,1982,5930000
Ecuador,Americas,1982,0
Egypt,Africa,1982,733000
Finland,Europe,1982,3140000
France,Europe,1982,29000000
Germany,Europe,1982,140000000
Greece,Europe,1982,3980000
Hungary,Europe,1982,8460000
India,Asia,1982,63100000
Indonesia,Asia,1982,255000
Iran,Asia,1982,1350000
Ireland,Europe,1982,2090000
Israel,Asia,1982,555000
Italy,Europe,1982,14400000
Japan,Asia,1982,62200000
Kazakhstan,Asia,1982,NA
Kuwait,Asia,1982,0
Lithuania,Europe,1982,NA
Malaysia,Asia,1982,85000
Mexico,Americas,1982,2460000
Netherlands,Europe,1982,5110000
New Zealand,Asia,1982,1140000
Norway,Europe,1982,940000
Pakistan,Asia,1982,906000
Peru,Americas,1982,163000
Philippines,Asia,1982,271000
Poland,Europe,1982,93800000
Portugal,Europe,1982,366000
Qatar,Asia,1982,0
Romania,Europe,1982,12400000
Russia,Europe,1982,NA
Saudi Arabia,Asia,1982,0
Singapore,Asia,1982,1630
Slovak Republic,Europe,1982,8020000
South Africa,Africa,1982,55500000
South Korea,Asia,1982,15400000
Spain,Europe,1982,17000000
Sweden,Europe,1982,1630000
Switzerland,Europe,1982,447000
Thailand,Asia,1982,653000
Trinidad and Tobago,Americas,1982,0
Turkey,Europe,1982,8060000
Turkmenistan,Asia,1982,NA
Ukraine,Europe,1982,NA
United Arab Emirates,Asia,1982,0
United Kingdom,Europe,1982,65900000
United States,Americas,1982,386000000
Uzbekistan,Asia,1982,NA
Venezuela,Americas,1982,88300
Vietnam,Asia,1982,2800000
Algeria,Africa,1983,745000
Argentina,Americas,1983,767000
Australia,Asia,1983,28900000
Austria,Europe,1983,3840000
Azerbaijan,Europe,1983,NA
Bangladesh,Asia,1983,87500
Belarus,Europe,1983,NA
Belgium,Europe,1983,9280000
Brazil,Americas,1983,6860000
Bulgaria,Europe,1983,9640000
Canada,Americas,1983,25000000
Chile,Americas,1983,869000
China,Asia,1983,343000000
Colombia,Americas,1983,2840000
Czech Republic,Europe,1983,38400000
Denmark,Europe,1983,5660000
Ecuador,Americas,1983,0
Egypt,Africa,1983,695000
Finland,Europe,1983,3410000
France,Europe,1983,26300000
Germany,Europe,1983,145000000
Greece,Europe,1983,4880000
Hungary,Europe,1983,7960000
India,Asia,1983,67000000
Indonesia,Asia,1983,255000
Iran,Asia,1983,1270000
Ireland,Europe,1983,2260000
Israel,Asia,1983,1050000
Italy,Europe,1983,13500000
Japan,Asia,1983,61400000
Kazakhstan,Asia,1983,NA
Kuwait,Asia,1983,0
Lithuania,Europe,1983,NA
Malaysia,Asia,1983,221000
Mexico,Americas,1983,2800000
Netherlands,Europe,1983,5280000
New Zealand,Asia,1983,1270000
Norway,Europe,1983,1000000
Pakistan,Asia,1983,1030000
Peru,Americas,1983,138000
Philippines,Asia,1983,493000
Poland,Europe,1983,93600000
Portugal,Europe,1983,400000
Qatar,Asia,1983,0
Romania,Europe,1983,14300000
Russia,Europe,1983,NA
Saudi Arabia,Asia,1983,0
Singapore,Asia,1983,3260
Slovak Republic,Europe,1983,8030000
South Africa,Africa,1983,56400000
South Korea,Asia,1983,16500000
Spain,Europe,1983,17900000
Sweden,Europe,1983,2050000
Switzerland,Europe,1983,390000
Thailand,Asia,1983,627000
Trinidad and Tobago,Americas,1983,0
Turkey,Europe,1983,8870000
Turkmenistan,Asia,1983,NA
Ukraine,Europe,1983,NA
United Arab Emirates,Asia,1983,0
United Kingdom,Europe,1983,66500000
United States,Americas,1983,401000000
Uzbekistan,Asia,1983,NA
Venezuela,Americas,1983,124000
Vietnam,Asia,1983,2820000
Algeria,Africa,1984,826000
Argentina,Americas,1984,516000
Australia,Asia,1984,30600000
Austria,Europe,1984,4380000
Azerbaijan,Europe,1984,NA
Bangladesh,Asia,1984,35000
Belarus,Europe,1984,NA
Belgium,Europe,1984,10800000
Brazil,Americas,1984,8480000
Bulgaria,Europe,1984,9660000
Canada,Americas,1984,27900000
Chile,Americas,1984,1170000
China,Asia,1984,373000000
Colombia,Americas,1984,2960000
Czech Republic,Europe,1984,39100000
Denmark,Europe,1984,5970000
Ecuador,Americas,1984,0
Egypt,Africa,1984,705000
Finland,Europe,1984,3930000
France,Europe,1984,25100000
Germany,Europe,1984,150000000
Greece,Europe,1984,5210000
Hungary,Europe,1984,7740000
India,Asia,1984,70400000
Indonesia,Asia,1984,267000
Iran,Asia,1984,983000
Ireland,Europe,1984,2170000
Israel,Asia,1984,1690000
Italy,Europe,1984,15300000
Japan,Asia,1984,68600000
Kazakhstan,Asia,1984,NA
Kuwait,Asia,1984,0
Lithuania,Europe,1984,NA
Malaysia,Asia,1984,239000
Mexico,Americas,1984,2810000
Netherlands,Europe,1984,6380000
New Zealand,Asia,1984,1180000
Norway,Europe,1984,1120000
Pakistan,Asia,1984,1170000
Peru,Americas,1984,110000
Philippines,Asia,1984,789000
Poland,Europe,1984,97600000
Portugal,Europe,1984,495000
Qatar,Asia,1984,0
Romania,Europe,1984,14300000
Russia,Europe,1984,NA
Saudi Arabia,Asia,1984,0
Singapore,Asia,1984,5000
Slovak Republic,Europe,1984,8540000
South Africa,Africa,1984,60800000
South Korea,Asia,1984,19900000
Spain,Europe,1984,18200000
Sweden,Europe,1984,2470000
Switzerland,Europe,1984,501000
Thailand,Asia,1984,789000
Trinidad and Tobago,Americas,1984,0
Turkey,Europe,1984,9970000
Turkmenistan,Asia,1984,NA
Ukraine,Europe,1984,NA
United Arab Emirates,Asia,1984,0
United Kingdom,Europe,1984,47300000
United States,Americas,1984,430000000
Uzbekistan,Asia,1984,NA
Venezuela,Americas,1984,135000
Vietnam,Asia,1984,2820000
Algeria,Africa,1985,862000
Argentina,Americas,1985,601000
Australia,Asia,1985,31700000
Austria,Europe,1985,4370000
Azerbaijan,Europe,1985,92000
Bangladesh,Asia,1985,49000
Belarus,Europe,1985,2160000
Belgium,Europe,1985,10700000
Brazil,Americas,1985,10000000
Bulgaria,Europe,1985,10100000
Canada,Americas,1985,26800000
Chile,Americas,1985,1170000
China,Asia,1985,407000000
Colombia,Americas,1985,3050000
Czech Republic,Europe,1985,38200000
Denmark,Europe,1985,7270000
Ecuador,Americas,1985,0
Egypt,Africa,1985,745000
Finland,Europe,1985,4990000
France,Europe,1985,24400000
Germany,Europe,1985,149000000
Greece,Europe,1985,6040000
Hungary,Europe,1985,7600000
India,Asia,1985,73700000
Indonesia,Asia,1985,900000
Iran,Asia,1985,967000
Ireland,Europe,1985,2490000
Israel,Asia,1985,1850000
Italy,Europe,1985,15100000
Japan,Asia,1985,71600000
Kazakhstan,Asia,1985,38100000
Kuwait,Asia,1985,0
Lithuania,Europe,1985,813000
Malaysia,Asia,1985,319000
Mexico,Americas,1985,3050000
Netherlands,Europe,1985,6350000
New Zealand,Asia,1985,1090000
Norway,Europe,1985,1120000
Pakistan,Asia,1985,1320000
Peru,Americas,1985,120000
Philippines,Asia,1985,1120000
Poland,Europe,1985,99900000
Portugal,Europe,1985,769000
Qatar,Asia,1985,0
Romania,Europe,1985,14900000
Russia,Europe,1985,198000000
Saudi Arabia,Asia,1985,0
Singapore,Asia,1985,11300
Slovak Republic,Europe,1985,8480000
South Africa,Africa,1985,62400000
South Korea,Asia,1985,22000000
Spain,Europe,1985,18000000
Sweden,Europe,1985,2910000
Switzerland,Europe,1985,503000
Thailand,Asia,1985,1590000
Trinidad and Tobago,Americas,1985,0
Turkey,Europe,1985,11900000
Turkmenistan,Asia,1985,322000
Ukraine,Europe,1985,77000000
United Arab Emirates,Asia,1985,0
United Kingdom,Europe,1985,62900000
United States,Americas,1985,440000000
Uzbekistan,Asia,1985,2750000
Venezuela,Americas,1985,179000
Vietnam,Asia,1985,2800000
Algeria,Africa,1986,885000
Argentina,Americas,1986,895000
Australia,Asia,1986,32500000
Austria,Europe,1986,3900000
Azerbaijan,Europe,1986,92000
Bangladesh,Asia,1986,74000
Belarus,Europe,1986,2360000
Belgium,Europe,1986,9160000
Brazil,Americas,1986,10100000
Bulgaria,Europe,1986,10400000
Canada,Americas,1986,24800000
Chile,Americas,1986,1110000
China,Asia,1986,426000000
Colombia,Americas,1986,3020000
Czech Republic,Europe,1986,38100000
Denmark,Europe,1986,7360000
Ecuador,Americas,1986,0
Egypt,Africa,1986,749000
Finland,Europe,1986,4560000
France,Europe,1986,20200000
Germany,Europe,1986,141000000
Greece,Europe,1986,5770000
Hungary,Europe,1986,7520000
India,Asia,1986,79200000
Indonesia,Asia,1986,1450000
Iran,Asia,1986,952000
Ireland,Europe,1986,2740000
Israel,Asia,1986,2050000
Italy,Europe,1986,14800000
Japan,Asia,1986,68200000
Kazakhstan,Asia,1986,40100000
Kuwait,Asia,1986,0
Lithuania,Europe,1986,946000
Malaysia,Asia,1986,237000
Mexico,Americas,1986,3360000
Netherlands,Europe,1986,6540000
New Zealand,Asia,1986,1250000
Norway,Europe,1986,997000
Pakistan,Asia,1986,1500000
Peru,Americas,1986,163000
Philippines,Asia,1986,880000
Poland,Europe,1986,102000000
Portugal,Europe,1986,1450000
Qatar,Asia,1986,0
Romania,Europe,1986,15100000
Russia,Europe,1986,203000000
Saudi Arabia,Asia,1986,0
Singapore,Asia,1986,7020
Slovak Republic,Europe,1986,7830000
South Africa,Africa,1986,63300000
South Korea,Asia,1986,23300000
Spain,Europe,1986,18600000
Sweden,Europe,1986,3100000
Switzerland,Europe,1986,433000
Thailand,Asia,1986,1560000
Trinidad and Tobago,Americas,1986,0
Turkey,Europe,1986,13100000
Turkmenistan,Asia,1986,322000
Ukraine,Europe,1986,76500000
United Arab Emirates,Asia,1986,0
United Kingdom,Europe,1986,67900000
United States,Americas,1986,435000000
Uzbekistan,Asia,1986,3450000
Venezuela,Americas,1986,199000
Vietnam,Asia,1986,3090000
Algeria,Africa,1987,1060000
Argentina,Americas,1987,993000
Australia,Asia,1987,33800000
Austria,Europe,1987,3860000
Azerbaijan,Europe,1987,92000
Bangladesh,Asia,1987,116000
Belarus,Europe,1987,2300000
Belgium,Europe,1987,9110000
Brazil,Americas,1987,10600000
Bulgaria,Europe,1987,10400000
Canada,Americas,1987,26700000
Chile,Americas,1987,1150000
China,Asia,1987,462000000
Colombia,Americas,1987,3790000
Czech Republic,Europe,1987,37600000
Denmark,Europe,1987,7220000
Ecuador,Americas,1987,0
Egypt,Africa,1987,792000
Finland,Europe,1987,5110000
France,Europe,1987,18400000
Germany,Europe,1987,140000000
Greece,Europe,1987,6590000
Hungary,Europe,1987,7510000
India,Asia,1987,87000000
Indonesia,Asia,1987,2270000
Iran,Asia,1987,937000
Ireland,Europe,1987,3520000
Israel,Asia,1987,2180000
Italy,Europe,1987,14700000
Japan,Asia,1987,69600000
Kazakhstan,Asia,1987,41600000
Kuwait,Asia,1987,0
Lithuania,Europe,1987,932000
Malaysia,Asia,1987,327000
Mexico,Americas,1987,3250000
Netherlands,Europe,1987,6900000
New Zealand,Asia,1987,1040000
Norway,Europe,1987,963000
Pakistan,Asia,1987,1700000
Peru,Americas,1987,184000
Philippines,Asia,1987,936000
Poland,Europe,1987,106000000
Portugal,Europe,1987,1890000
Qatar,Asia,1987,0
Romania,Europe,1987,16200000
Russia,Europe,1987,207000000
Saudi Arabia,Asia,1987,0
Singapore,Asia,1987,11700
Slovak Republic,Europe,1987,8220000
South Africa,Africa,1987,64400000
South Korea,Asia,1987,23600000
Spain,Europe,1987,18100000
Sweden,Europe,1987,3060000
Switzerland,Europe,1987,403000
Thailand,Asia,1987,2250000
Trinidad and Tobago,Americas,1987,0
Turkey,Europe,1987,13900000
Turkmenistan,Asia,1987,322000
Ukraine,Europe,1987,75800000
United Arab Emirates,Asia,1987,0
United Kingdom,Europe,1987,69600000
United States,Americas,1987,454000000
Uzbekistan,Asia,1987,3760000
Venezuela,Americas,1987,261000
Vietnam,Asia,1987,3440000
Algeria,Africa,1988,995000
Argentina,Americas,1988,1030000
Australia,Asia,1988,35600000
Austria,Europe,1988,3700000
Azerbaijan,Europe,1988,92000
Bangladesh,Asia,1988,120000
Belarus,Europe,1988,2460000
Belgium,Europe,1988,9210000
Brazil,Americas,1988,10900000
Bulgaria,Europe,1988,9640000
Canada,Americas,1988,28700000
Chile,Americas,1988,1600000
China,Asia,1988,496000000
Colombia,Americas,1988,3020000
Czech Republic,Europe,1988,38100000
Denmark,Europe,1988,6760000
Ecuador,Americas,1988,0
Egypt,Africa,1988,866000
Finland,Europe,1988,5110000
France,Europe,1988,17900000
Germany,Europe,1988,139000000
Greece,Europe,1988,7390000
Hungary,Europe,1988,7090000
India,Asia,1988,93300000
Indonesia,Asia,1988,2370000
Iran,Asia,1988,967000
Ireland,Europe,1988,3580000
Israel,Asia,1988,2090000
Italy,Europe,1988,13800000
Japan,Asia,1988,75200000
Kazakhstan,Asia,1988,43400000
Kuwait,Asia,1988,0
Lithuania,Europe,1988,939000
Malaysia,Asia,1988,260000
Mexico,Americas,1988,3070000
Netherlands,Europe,1988,8260000
New Zealand,Asia,1988,1130000
Norway,Europe,1988,989000
Pakistan,Asia,1988,1780000
Peru,Americas,1988,181000
Philippines,Asia,1988,1180000
Poland,Europe,1988,103000000
Portugal,Europe,1988,2180000
Qatar,Asia,1988,0
Romania,Europe,1988,17500000
Russia,Europe,1988,204000000
Saudi Arabia,Asia,1988,0
Singapore,Asia,1988,13800
Slovak Republic,Europe,1988,8570000
South Africa,Africa,1988,69600000
South Korea,Asia,1988,25200000
Spain,Europe,1988,15700000
Sweden,Europe,1988,3010000
Switzerland,Europe,1988,344000
Thailand,Asia,1988,2310000
Trinidad and Tobago,Americas,1988,0
Turkey,Europe,1988,13400000
Turkmenistan,Asia,1988,276000
Ukraine,Europe,1988,71500000
United Arab Emirates,Asia,1988,0
United Kingdom,Europe,1988,67500000
United States,Americas,1988,475000000
Uzbekistan,Asia,1988,2630000
Venezuela,Americas,1988,190000
Vietnam,Asia,1988,3230000
Algeria,Africa,1989,841000
Argentina,Americas,1989,1030000
Australia,Asia,1989,37300000
Austria,Europe,1989,3720000
Azerbaijan,Europe,1989,92000
Bangladesh,Asia,1989,125000
Belarus,Europe,1989,2420000
Belgium,Europe,1989,9680000
Brazil,Americas,1989,10800000
Bulgaria,Europe,1989,9840000
Canada,Americas,1989,28600000
Chile,Americas,1989,2160000
China,Asia,1989,520000000
Colombia,Americas,1989,3500000
Czech Republic,Europe,1989,36600000
Denmark,Europe,1989,5550000
Ecuador,Americas,1989,0
Egypt,Africa,1989,886000
Finland,Europe,1989,5000000
France,Europe,1989,19500000
Germany,Europe,1989,141000000
Greece,Europe,1989,7950000
Hungary,Europe,1989,6350000
India,Asia,1989,101000000
Indonesia,Asia,1989,3550000
Iran,Asia,1989,710000
Ireland,Europe,1989,3590000
Israel,Asia,1989,2260000
Italy,Europe,1989,14400000
Japan,Asia,1989,75300000
Kazakhstan,Asia,1989,41400000
Kuwait,Asia,1989,0
Lithuania,Europe,1989,878000
Malaysia,Asia,1989,1200000
Mexico,Americas,1989,3400000
Netherlands,Europe,1989,8190000
New Zealand,Asia,1989,1230000
Norway,Europe,1989,866000
Pakistan,Asia,1989,1950000
Peru,Americas,1989,201000
Philippines,Asia,1989,936000
Poland,Europe,1989,98600000
Portugal,Europe,1989,2430000
Qatar,Asia,1989,0
Romania,Europe,1989,17500000
Russia,Europe,1989,197000000
Saudi Arabia,Asia,1989,0
Singapore,Asia,1989,12400
Slovak Republic,Europe,1989,8270000
South Africa,Africa,1989,65000000
South Korea,Asia,1989,24500000
Spain,Europe,1989,19300000
Sweden,Europe,1989,2840000
Switzerland,Europe,1989,356000
Thailand,Asia,1989,2820000
Trinidad and Tobago,Americas,1989,0
Turkey,Europe,1989,15100000
Turkmenistan,Asia,1989,322000
Ukraine,Europe,1989,65200000
United Arab Emirates,Asia,1989,0
United Kingdom,Europe,1989,65000000
United States,Americas,1989,481000000
Uzbekistan,Asia,1989,3280000
Venezuela,Americas,1989,522000
Vietnam,Asia,1989,2590000
Algeria,Africa,1990,659000
Argentina,Americas,1990,939000
Australia,Asia,1990,38200000
Austria,Europe,1990,4100000
Azerbaijan,Europe,1990,89000
Bangladesh,Asia,1990,281000
Belarus,Europe,1990,2120000
Belgium,Europe,1990,10600000
Brazil,Americas,1990,9600000
Bulgaria,Europe,1990,8720000
Canada,Americas,1990,27100000
Chile,Americas,1990,2600000
China,Asia,1990,527000000
Colombia,Americas,1990,1600000
Czech Republic,Europe,1990,31500000
Denmark,Europe,1990,6090000
Ecuador,Americas,1990,0
Egypt,Africa,1990,759000
Finland,Europe,1990,5270000
France,Europe,1990,19000000
Germany,Europe,1990,132000000
Greece,Europe,1990,8070000
Hungary,Europe,1990,6230000
India,Asia,1990,110000000
Indonesia,Asia,1990,3420000
Iran,Asia,1990,710000
Ireland,Europe,1990,3460000
Israel,Asia,1990,2370000
Italy,Europe,1990,14100000
Japan,Asia,1990,78000000
Kazakhstan,Asia,1990,38700000
Kuwait,Asia,1990,0
Lithuania,Europe,1990,797000
Malaysia,Asia,1990,1330000
Mexico,Americas,1990,3370000
Netherlands,Europe,1990,8740000
New Zealand,Asia,1990,1200000
Norway,Europe,1990,811000
Pakistan,Asia,1990,2070000
Peru,Americas,1990,145000
Philippines,Asia,1990,1070000
Poland,Europe,1990,78400000
Portugal,Europe,1990,2850000
Qatar,Asia,1990,0
Romania,Europe,1990,12700000
Russia,Europe,1990,182000000
Saudi Arabia,Asia,1990,0
Singapore,Asia,1990,21400
Slovak Republic,Europe,1990,7820000
South Africa,Africa,1990,67300000
South Korea,Asia,1990,24400000
Spain,Europe,1990,19200000
Sweden,Europe,1990,2970000
Switzerland,Europe,1990,356000
Thailand,Asia,1990,3900000
Trinidad and Tobago,Americas,1990,0
Turkey,Europe,1990,16000000
Turkmenistan,Asia,1990,368000
Ukraine,Europe,1990,75100000
United Arab Emirates,Asia,1990,0
United Kingdom,Europe,1990,64900000
United States,Americas,1990,483000000
Uzbekistan,Asia,1990,3270000
Venezuela,Americas,1990,463000
Vietnam,Asia,1990,2220000
Algeria,Africa,1991,680000
Argentina,Americas,1991,734000
Australia,Asia,1991,39000000
Austria,Europe,1991,4300000
Azerbaijan,Europe,1991,67000
Bangladesh,Asia,1991,90000
Belarus,Europe,1991,2020000
Belgium,Europe,1991,10100000
Brazil,Americas,1991,11000000
Bulgaria,Europe,1991,7700000
Canada,Americas,1991,26300000
Chile,Americas,1991,2140000
China,Asia,1991,553000000
Colombia,Americas,1991,2010000
Czech Republic,Europe,1991,28900000
Denmark,Europe,1991,8260000
Ecuador,Americas,1991,0
Egypt,Africa,1991,781000
Finland,Europe,1991,5260000
France,Europe,1991,20200000
Germany,Europe,1991,116000000
Greece,Europe,1991,7770000
Hungary,Europe,1991,6050000
India,Asia,1991,117000000
Indonesia,Asia,1991,3460000
Iran,Asia,1991,1010000
Ireland,Europe,1991,3320000
Israel,Asia,1991,2570000
Italy,Europe,1991,13800000
Japan,Asia,1991,77400000
Kazakhstan,Asia,1991,37800000
Kuwait,Asia,1991,0
Lithuania,Europe,1991,890000
Malaysia,Asia,1991,1560000
Mexico,Americas,1991,3260000
Netherlands,Europe,1991,8050000
New Zealand,Asia,1991,1140000
Norway,Europe,1991,722000
Pakistan,Asia,1991,2050000
Peru,Americas,1991,281000
Philippines,Asia,1991,1200000
Poland,Europe,1991,77700000
Portugal,Europe,1991,2980000
Qatar,Asia,1991,0
Romania,Europe,1991,10200000
Russia,Europe,1991,167000000
Saudi Arabia,Asia,1991,0
Singapore,Asia,1991,12700
Slovak Republic,Europe,1991,6960000
South Africa,Africa,1991,66100000
South Korea,Asia,1991,24500000
Spain,Europe,1991,20000000
Sweden,Europe,1991,2720000
Switzerland,Europe,1991,302000
Thailand,Asia,1991,4570000
Trinidad and Tobago,Americas,1991,0
Turkey,Europe,1991,17100000
Turkmenistan,Asia,1991,322000
Ukraine,Europe,1991,62500000
United Arab Emirates,Asia,1991,0
United Kingdom,Europe,1991,65100000
United States,Americas,1991,479000000
Uzbekistan,Asia,1991,3120000
Venezuela,Americas,1991,0
Vietnam,Asia,1991,2150000
Algeria,Africa,1992,808000
Argentina,Americas,1992,650000
Australia,Asia,1992,39200000
Austria,Europe,1992,3340000
Azerbaijan,Europe,1992,12000
Bangladesh,Asia,1992,84500
Belarus,Europe,1992,1680000
Belgium,Europe,1992,9210000
Brazil,Americas,1992,10700000
Bulgaria,Europe,1992,7560000
Canada,Americas,1992,26800000
Chile,Americas,1992,1850000
China,Asia,1992,579000000
Colombia,Americas,1992,3360000
Czech Republic,Europe,1992,25800000
